availability,performance,quality,speed,downtime_minutes,shutdown_minutes,machine_issue,trend,current_oee,future_oee,income,loss
83.51,70.54,84.4,17,7,16,0,0,49.72,49.68,2980,3020
73.64,93.64,98.49,11,10,22,0,0,67.91,69.05,4142,1858
82.57,97.75,92.83,15,16,3,0,1,74.93,77.05,4622,1378
70.85,100.0,98.1,13,19,15,0,-1,69.5,65.77,3946,2054
64.73,73.52,88.88,10,4,26,1,0,42.3,41.36,2481,3519
87.55,94.72,94.55,15,7,9,0,0,78.4,78.74,4724,1276
79.44,54.13,80.11,18,17,6,0,0,34.45,34.9,2094,3906
71.78,53.27,100.0,8,11,23,0,1,38.23,43.01,2580,3420
95.18,75.02,99.5,9,1,7,0,1,71.05,76.68,4600,1400
64.7,69.87,86.63,17,14,30,0,-1,39.16,36.67,2199,3801
86.49,92.08,91.12,14,1,8,1,0,72.56,72.57,4354,1646
73.18,96.25,97.6,11,18,12,0,1,68.74,72.5,4350,1650
93.53,55.23,97.79,8,1,8,0,0,50.52,50.71,3042,2958
77.54,87.2,89.31,16,12,15,0,0,60.39,59.95,3597,2403
77.53,34.37,98.62,7,12,12,0,-1,26.28,23.1,1386,4614
84.94,81.44,95.99,10,6,12,0,0,66.41,65.78,3946,2054
73.68,69.58,95.33,9,13,17,0,0,48.87,49.09,2945,3055
90.91,34.86,97.04,7,9,1,0,0,30.75,29.26,1755,4245
67.65,90.8,93.57,15,11,29,0,-1,57.48,55.89,3353,2647
67.08,83.92,87.67,16,10,29,0,0,49.35,48.8,2928,3072
77.46,92.02,96.05,11,18,6,0,-1,68.46,61.82,3708,2292
71.6,97.98,97.22,12,19,13,0,-1,68.21,62.53,3751,2249
80.3,54.26,76.91,18,1,25,0,0,33.51,32.77,1966,4034
67.08,49.06,89.93,8,17,12,1,1,29.6,35.81,2148,3852
71.13,73.65,81.71,17,9,27,0,0,42.81,42.27,2536,3464
77.93,92.26,90.3,15,14,13,0,1,64.92,71.55,4293,1707
77.3,85.36,89.06,16,16,8,0,-1,58.77,54.56,3273,2727
71.7,100.0,99.1,13,14,23,0,0,71.06,70.52,4230,1770
73.82,82.32,96.87,10,4,29,0,-1,58.87,55.87,3352,2648
93.35,73.18,84.78,17,8,2,0,0,57.92,57.23,3433,2567
77.03,80.26,99.59,10,17,9,0,0,61.57,60.93,3655,2345
72.77,96.6,97.82,12,18,12,0,0,68.76,69.57,4174,1826
76.59,34.82,97.83,7,19,8,0,0,26.09,26.23,1573,4427
79.01,98.71,96.9,12,8,21,0,1,75.57,78.53,4711,1289
81.91,72.8,82.95,17,19,0,0,0,49.46,49.51,2970,3030
81.37,57.02,97.89,8,9,18,0,-1,45.42,40.61,2436,3564
84.64,89.98,97.28,11,5,14,0,-1,74.08,70.9,4254,1746
77.0,90.94,89.6,14,0,14,1,0,62.74,63.33,3799,2201
79.01,33.03,96.88,7,11,15,0,0,25.28,25.52,1530,4470
81.08,70.84,80.77,17,17,6,0,0,46.39,45.78,2746,3254
88.9,100.0,97.49,13,1,18,0,0,86.66,87.86,5271,729
73.79,54.7,99.71,8,8,28,0,0,40.24,39.8,2387,3613
74.1,85.76,87.87,16,17,10,0,-1,55.84,50.63,3037,2963
89.18,100.0,99.0,14,5,8,0,0,88.3,87.6,5255,745
71.99,93.27,98.12,11,8,27,0,-1,65.89,62.19,3731,2269
65.12,76.37,95.3,10,20,5,1,0,47.39,45.96,2757,3243
66.66,72.6,98.07,9,19,20,0,0,47.46,47.76,2865,3135
86.58,30.0,94.84,7,7,3,1,-1,24.63,21.38,1282,4718
64.47,69.85,98.3,9,16,27,0,-1,44.26,40.56,2433,3567
88.7,97.37,95.03,12,1,17,0,-1,82.07,76.84,4610,1390
83.89,33.22,97.46,7,8,8,0,0,27.16,28.71,1722,4278
77.97,38.17,99.17,7,11,17,0,-1,29.51,25.73,1543,4457
85.84,85.5,86.57,16,7,11,0,0,63.53,62.95,3777,2223
85.6,56.55,97.9,8,2,16,0,-1,47.38,43.29,2597,3403
92.25,93.29,91.29,15,2,7,0,-1,78.56,75.92,4555,1445
68.81,81.45,87.69,16,11,26,0,0,49.14,49.26,2955,3045
84.46,73.32,82.34,17,13,2,0,1,50.99,56.0,3360,2640
95.75,93.55,97.68,11,4,0,0,-1,87.5,84.59,5075,925
80.89,99.83,96.77,12,10,13,0,1,78.14,81.96,4917,1083
63.77,98.38,96.42,12,15,30,0,0,60.49,60.56,3633,2367
80.4,93.69,98.83,11,19,0,0,0,74.44,75.02,4501,1499
88.0,68.14,98.02,9,11,1,0,-1,58.78,55.36,3321,2679
69.16,60.41,86.16,9,18,0,1,-1,36.0,34.5,2069,3931
77.21,80.21,96.34,10,10,16,0,0,59.66,59.02,3541,2459
65.14,54.83,77.21,18,16,25,0,0,27.58,28.06,1683,4317
67.07,83.51,89.85,16,11,30,0,0,50.32,49.67,2980,3020
70.55,81.47,98.46,10,12,26,0,0,56.59,57.4,3444,2556
85.13,84.41,88.31,16,1,21,0,0,63.46,63.59,3815,2185
89.02,55.62,78.16,18,4,12,0,1,38.7,43.45,2606,3394
78.52,72.21,81.93,17,2,30,0,-1,46.45,42.54,2552,3448
70.39,82.87,99.23,10,18,16,0,0,57.88,57.02,3421,2579
68.06,82.25,89.32,16,20,17,0,1,50.0,54.5,3269,2731
80.04,93.12,97.67,15,3,27,0,1,72.8,78.86,4731,1269
71.82,34.47,96.84,7,19,15,0,0,23.97,23.5,1410,4590
73.24,69.88,84.63,17,16,16,0,0,43.31,43.5,2610,3390
82.16,93.45,100.0,14,10,8,0,0,76.78,76.09,4565,1435
74.25,82.25,99.28,10,18,9,0,0,60.64,60.28,3616,2384
83.82,83.3,97.71,10,10,7,0,-1,68.23,63.88,3832,2168
76.68,94.37,88.62,12,7,14,1,0,64.13,65.03,3901,2099
82.88,97.26,99.95,12,3,22,0,-1,80.56,77.57,4654,1346
81.13,54.25,76.18,18,13,11,0,0,33.53,31.27,1876,4124
76.05,52.89,97.18,8,11,17,0,-1,39.09,36.31,2178,3822
67.41,96.92,99.82,12,20,15,0,1,65.21,70.13,4207,1793
82.15,97.12,96.71,14,13,7,0,0,77.16,76.08,4564,1436
76.17,84.1,88.66,16,4,29,0,1,56.8,60.69,3641,2359
66.58,98.37,95.88,13,18,21,0,1,62.79,64.22,3853,2147
81.93,94.88,98.34,11,9,10,0,0,76.44,75.99,4559,1441
97.06,97.98,99.18,12,3,2,0,0,94.32,94.43,5665,335
76.3,95.62,100.0,13,13,16,0,0,72.96,73.27,4396,1604
72.54,73.38,98.38,9,18,15,0,0,52.36,52.35,3141,2859
73.63,72.34,81.73,17,6,28,0,-1,43.53,41.38,2482,3518
95.24,97.68,98.92,14,0,5,0,-1,92.03,88.84,5330,670
67.19,95.12,98.12,11,17,22,0,1,62.71,69.54,4172,1828
95.17,53.72,76.45,18,3,4,0,0,39.09,38.89,2333,3667
84.96,33.32,98.89,7,13,0,0,-1,28.0,22.72,1363,4637
85.87,55.6,100.0,8,4,16,0,1,47.74,53.73,3223,2777
79.77,100.0,99.0,13,13,11,0,1,78.97,81.69,4901,1099
77.09,53.57,80.14,18,17,7,0,0,33.1,34.96,2097,3903
90.61,56.07,79.01,18,9,3,0,-1,40.14,37.69,2261,3739
69.08,96.48,98.47,12,18,19,0,-1,65.63,62.4,3744,2256
91.02,44.81,75.58,18,1,2,1,1,30.83,35.1,2106,3894
64.07,96.88,96.9,12,14,29,0,0,60.15,59.99,3599,2401
69.33,100.0,97.94,13,20,14,0,0,67.9,68.24,4094,1906
81.8,55.07,78.78,18,13,9,0,0,35.49,37.08,2224,3776
82.55,98.23,96.8,14,4,23,0,-1,78.5,76.5,4589,1411
82.73,85.45,86.26,16,16,2,0,0,60.99,59.8,3588,2412
85.49,71.21,99.66,9,0,18,0,0,60.67,61.46,3687,2313
74.14,86.37,90.6,16,11,21,0,1,58.01,63.1,3786,2214
79.65,100.0,100.0,13,10,14,0,-1,79.65,77.2,4631,1369
73.3,53.06,78.31,18,18,8,0,0,30.46,30.38,1822,4178
88.14,52.03,95.8,8,7,9,0,-1,43.93,40.72,2443,3557
70.84,33.9,98.87,7,18,16,0,-1,23.74,16.09,965,5035
67.85,83.14,87.74,16,16,27,0,-1,49.5,46.48,2788,3212
83.71,89.69,98.74,11,10,12,0,0,74.13,73.52,4411,1589
74.83,98.2,100.0,12,5,30,0,0,73.49,72.72,4363,1637
82.1,71.85,99.46,9,1,26,0,1,58.67,63.95,3836,2164
84.8,56.36,78.03,18,6,13,0,0,37.29,37.51,2250,3750
81.99,92.75,92.2,15,8,18,0,-1,70.12,65.04,3902,2098
89.1,96.33,97.09,12,3,11,0,0,83.33,84.27,5056,944
93.02,91.95,99.27,11,5,3,0,1,84.92,88.86,5331,669
81.18,96.8,97.75,14,14,7,0,0,76.82,76.93,4616,1384
68.99,74.46,100.0,9,9,30,0,1,51.37,56.92,3415,2585
75.96,84.62,86.84,16,3,29,0,1,55.82,57.86,3471,2529
97.94,92.49,97.21,11,4,3,0,1,88.05,91.8,5508,492
94.12,92.44,94.58,15,5,0,0,0,82.29,82.72,4963,1037
76.64,82.33,89.75,16,1,30,0,0,56.63,58.12,3487,2513
66.03,90.22,93.15,15,17,25,0,-1,55.49,51.34,3080,2920
93.5,97.46,100.0,14,0,11,0,0,91.13,90.62,5437,563
71.32,88.06,100.0,10,9,30,0,-1,62.8,58.21,3492,2508
73.48,99.7,95.13,13,14,16,0,-1,69.69,68.55,4113,1887
70.09,95.52,98.97,14,9,29,0,0,66.26,65.29,3917,2083
87.95,56.85,97.18,8,3,14,0,1,48.59,53.43,3205,2795
89.97,98.33,95.93,14,8,2,0,0,84.87,84.22,5053,947
71.9,72.47,99.86,9,8,23,0,1,52.03,56.13,3367,2633
79.3,96.67,96.81,12,2,23,0,1,74.21,80.59,4835,1165
93.52,55.32,78.29,18,2,10,0,-1,40.51,37.78,2266,3734
83.67,99.01,100.0,12,8,14,0,-1,82.84,80.28,4816,1184
82.85,91.67,93.2,15,2,22,0,1,70.78,74.09,4445,1555
85.71,34.95,98.63,7,13,3,0,-1,29.54,25.32,1518,4482
86.74,93.87,94.14,15,10,6,0,0,76.65,75.46,4527,1473
77.05,93.33,93.29,15,20,1,0,-1,67.09,60.93,3655,2345
96.95,72.96,81.37,17,0,7,0,1,57.55,59.21,3552,2448
78.45,100.0,98.89,13,7,21,0,-1,77.58,73.5,4409,1591
84.81,93.98,98.44,14,4,15,0,-1,78.46,75.99,4559,1441
78.67,55.71,77.77,18,15,9,0,1,34.09,37.23,2233,3767
75.06,71.13,81.34,17,2,30,0,-1,43.43,40.82,2449,3551
92.3,55.27,78.98,18,6,0,0,0,40.29,40.64,2438,3562
86.47,100.0,98.17,13,2,15,0,-1,84.89,80.21,4812,1188
94.31,86.48,98.28,10,5,1,0,-1,80.16,76.15,4569,1431
71.98,96.2,99.24,11,19,12,0,-1,68.72,65.17,3910,2090
73.42,83.7,99.8,10,20,11,0,-1,61.33,55.92,3355,2645
77.73,72.68,83.73,17,5,28,0,0,47.3,46.55,2792,3208
72.34,91.45,96.45,11,7,28,0,0,63.81,64.36,3861,2139
72.2,91.06,98.02,11,15,15,0,0,64.44,65.11,3906,2094
75.23,71.44,84.57,17,12,19,0,1,45.45,48.32,2899,3101
91.26,96.93,98.36,14,9,3,0,0,87.01,86.63,5197,803
76.83,80.52,97.48,10,3,30,0,1,60.31,65.25,3915,2085
80.24,87.81,98.71,11,13,14,0,0,69.55,68.26,4095,1905
79.34,96.05,96.34,12,7,21,0,-1,73.41,68.42,4105,1895
66.93,68.89,98.81,9,14,30,0,0,45.56,47.11,2826,3174
89.9,97.71,97.94,12,3,11,0,0,86.03,87.61,5256,744
61.17,43.42,71.89,18,12,22,1,0,19.09,20.09,1205,4795
65.79,66.17,99.15,9,15,26,0,1,43.16,48.74,2924,3076
71.34,100.0,99.27,14,19,13,0,-1,70.82,66.25,3974,2026
86.42,33.49,98.64,7,9,8,0,1,28.54,31.65,1899,4101
86.07,100.0,96.72,13,1,17,0,1,83.24,89.84,5390,610
83.33,94.19,100.0,11,10,13,0,1,78.49,82.21,4932,1068
78.59,98.34,99.4,14,13,12,0,0,76.83,77.47,4648,1352
93.14,88.61,96.51,11,1,8,0,0,79.65,78.77,4726,1274
87.56,99.22,98.95,14,7,10,0,0,85.96,86.61,5196,804
88.95,71.22,80.31,17,1,9,0,-1,50.88,47.6,2855,3145
63.22,81.56,99.44,10,18,28,0,0,51.28,51.79,3107,2893
78.26,71.5,98.02,9,17,6,0,0,54.85,54.84,3290,2710
75.49,70.42,81.89,17,3,30,0,0,43.54,44.39,2663,3337
75.75,85.62,89.82,16,19,10,0,-1,58.26,55.15,3308,2692
78.59,92.44,92.14,15,0,30,0,0,66.93,66.57,3994,2006
83.78,54.64,78.3,18,0,25,0,0,35.84,36.01,2160,3840
80.74,100.0,99.14,13,2,24,0,1,80.05,84.89,5093,907
82.23,100.0,95.94,12,17,2,0,-1,78.89,74.93,4495,1505
87.99,89.83,92.73,15,6,11,0,-1,73.29,68.08,4085,1915
74.4,70.38,99.08,9,17,12,0,1,51.88,57.55,3453,2547
73.85,84.12,98.86,10,9,25,0,1,61.41,63.8,3827,2173
78.31,94.58,94.88,12,10,13,0,0,70.28,70.95,4257,1743
65.32,85.29,98.09,10,17,23,0,0,54.64,54.81,3288,2712
100.0,86.46,97.2,10,0,1,0,1,84.04,88.34,5300,700
87.4,90.46,93.43,15,3,16,0,0,73.87,72.34,4340,1660
87.21,96.91,100.0,13,15,1,0,1,84.51,85.43,5125,875
95.48,90.45,95.98,11,0,7,0,0,82.89,83.09,4985,1015
92.06,74.86,83.22,17,7,1,0,1,57.35,61.24,3674,2326
74.82,53.69,97.86,8,12,20,0,0,39.31,39.62,2377,3623
79.16,98.67,97.08,13,4,26,0,0,75.83,76.0,4559,1441
73.02,55.4,76.95,18,8,27,0,-1,31.13,28.98,1738,4262
69.27,54.9,99.1,8,16,23,0,1,37.69,42.63,2557,3443
81.61,44.44,76.64,18,13,0,1,0,27.79,28.43,1706,4294
69.76,38.01,100.0,7,17,19,0,0,26.52,25.23,1514,4486
80.67,72.88,97.24,9,3,23,0,0,57.17,58.53,3511,2489
82.85,84.36,89.33,16,12,6,0,0,62.44,62.75,3764,2236
73.96,82.29,87.97,16,9,25,0,0,53.54,53.05,3182,2818
75.84,97.98,95.73,12,13,16,0,0,71.14,71.48,4288,1712
94.88,53.95,77.68,18,0,9,0,1,39.76,42.93,2575,3425
90.02,85.8,96.83,10,3,8,0,0,74.79,74.54,4472,1528
73.87,71.14,81.72,17,18,15,0,0,42.94,43.59,2615,3385
84.01,98.92,99.71,13,9,13,0,-1,82.87,80.15,4809,1191
71.79,88.75,88.6,13,17,8,1,0,56.45,57.57,3454,2546
71.62,97.43,96.05,14,9,29,0,1,67.02,72.79,4367,1633
78.73,85.39,85.66,15,7,12,1,1,57.59,58.31,3498,2502
64.95,94.71,96.29,14,12,30,0,0,59.23,58.38,3502,2498
68.85,97.8,99.07,12,17,22,0,-1,66.71,63.21,3792,2208
82.66,83.44,100.0,10,18,0,0,0,68.97,68.3,4098,1902
82.94,100.0,97.91,13,7,14,0,-1,81.2,77.58,4654,1346
80.71,86.2,89.9,16,3,20,0,-1,62.54,60.24,3614,2386
77.91,69.94,98.75,9,20,2,0,-1,53.81,50.48,3028,2972
74.42,69.07,99.87,9,6,27,0,0,51.34,52.41,3144,2856
77.12,99.46,95.6,14,18,7,0,0,73.33,73.01,4380,1620
87.98,51.06,98.75,8,4,12,0,0,44.36,43.93,2635,3365
61.37,75.35,76.14,16,15,16,1,0,35.21,35.88,2152,3848
66.87,55.26,75.67,18,18,24,0,-1,27.96,23.91,1434,4566
84.78,99.18,96.15,14,8,13,0,1,80.84,82.32,4939,1061
95.07,100.0,95.6,12,4,1,0,0,90.89,90.7,5442,558
70.67,99.7,97.78,12,18,19,0,0,68.89,68.74,4124,1876
94.77,100.0,97.07,13,0,8,0,-1,91.99,87.04,5222,778
74.28,94.06,91.24,15,15,17,0,-1,63.75,59.89,3593,2407
85.76,68.16,82.67,17,7,10,0,0,48.32,48.78,2926,3074
74.17,97.18,97.12,14,15,16,0,-1,70.0,64.79,3887,2113
79.16,53.2,78.18,18,2,29,0,0,32.92,32.98,1978,4022
72.64,55.71,96.43,8,13,22,0,0,39.02,37.95,2277,3723
85.31,56.74,99.5,8,12,4,0,-1,48.16,42.41,2544,3456
67.41,70.13,99.78,9,16,23,0,1,47.17,49.71,2982,3018
67.12,82.19,99.01,10,14,27,0,-1,54.62,47.73,2863,3137
75.88,35.84,98.28,7,13,15,0,1,26.72,29.37,1762,4238
72.9,86.96,84.12,15,15,4,1,0,53.33,53.42,3205,2795
73.89,55.75,79.89,18,17,13,0,0,32.91,32.9,1974,4026
92.86,97.22,99.2,13,0,9,0,-1,89.56,86.83,5209,791
81.2,96.7,97.99,11,8,16,0,0,76.95,78.01,4680,1320
61.92,97.87,96.97,12,19,28,0,1,58.77,61.74,3704,2296
92.19,70.1,82.69,17,5,4,0,-1,53.44,48.4,2904,3096
79.01,72.47,81.53,17,6,25,0,-1,46.68,43.84,2630,3370
77.68,56.97,76.3,18,11,16,0,0,33.77,32.73,1963,4037
84.21,84.39,87.29,16,8,15,0,-1,62.04,58.08,3484,2516
94.52,98.4,99.0,12,4,5,0,1,92.08,96.26,5775,225
94.37,94.93,97.97,14,0,10,0,0,87.77,89.82,5389,611
94.07,97.78,97.44,13,5,4,0,-1,89.63,84.18,5050,950
70.14,30.0,88.06,7,9,22,1,0,18.53,17.77,1066,4934
78.95,83.24,96.24,10,6,22,0,-1,63.25,60.82,3649,2351
87.24,97.93,97.16,14,10,3,0,0,83.01,81.5,4890,1110
73.09,40.08,100.0,7,19,14,0,0,29.29,28.1,1685,4315
93.47,83.94,91.61,16,5,2,0,-1,71.88,67.39,4043,1957
84.38,93.59,94.55,15,7,11,0,0,74.66,75.15,4508,1492
78.36,70.21,83.8,17,0,29,0,0,46.1,44.03,2642,3358
87.82,84.41,98.23,10,8,9,0,1,72.82,76.47,4588,1412
67.11,95.85,99.18,13,18,23,0,-1,63.8,60.22,3612,2388
68.1,82.38,88.94,16,12,29,0,-1,49.89,44.56,2673,3327
64.78,89.15,94.14,15,20,21,0,-1,54.37,50.31,3018,2982
79.36,80.18,76.34,16,4,3,1,0,48.58,49.01,2940,3060
89.34,56.71,76.1,18,6,8,0,0,38.56,40.38,2422,3578
79.43,70.95,98.56,9,8,18,0,1,55.55,58.84,3530,2470
69.26,94.74,93.5,15,18,20,0,1,61.35,64.87,3892,2108
64.78,97.0,98.66,12,18,24,0,0,62.0,62.32,3738,2262
73.5,80.34,90.25,16,19,8,0,0,53.29,52.17,3130,2870
64.09,54.35,77.96,18,19,21,0,-1,27.15,21.04,1262,4738
96.07,80.74,98.03,10,5,0,0,0,76.04,76.28,4576,1424
90.97,82.98,96.94,10,6,2,0,1,73.18,77.32,4639,1361
93.85,82.29,88.22,16,4,4,0,-1,68.13,65.36,3921,2079
88.1,32.57,99.48,7,10,2,0,0,28.55,29.89,1793,4207
84.89,33.1,99.24,7,4,16,0,1,27.89,34.49,2069,3931
76.79,99.34,96.11,13,15,10,0,-1,73.32,69.82,4188,1812
81.48,50.12,98.07,8,7,17,0,1,40.05,44.23,2653,3347
72.06,90.47,86.26,13,15,11,1,-1,56.23,53.38,3203,2797
77.89,91.33,92.15,15,10,16,0,0,65.56,66.85,4010,1990
63.89,52.85,98.66,8,19,26,0,0,33.31,32.92,1975,4025
75.46,81.07,97.92,10,5,30,0,0,59.9,58.96,3537,2463
76.4,71.0,83.45,17,8,22,0,1,45.27,47.85,2871,3129
70.84,97.76,99.08,13,17,14,0,0,68.61,68.31,4098,1902
76.3,95.39,95.42,14,8,21,0,1,69.45,71.23,4273,1727
73.63,98.89,98.6,13,20,11,0,-1,71.79,68.48,4108,1892
67.35,97.66,100.0,12,14,24,0,1,65.78,72.25,4334,1666
83.26,55.63,77.94,18,13,6,0,1,36.1,41.01,2460,3540
78.51,82.88,99.2,10,12,11,0,1,64.55,67.23,4033,1967
94.21,54.52,76.47,18,0,6,0,1,39.28,41.96,2517,3483
92.89,96.04,94.22,15,6,0,0,1,84.05,88.02,5281,719
77.34,97.73,96.96,12,3,29,0,1,73.29,77.24,4634,1366
65.23,94.62,97.17,11,16,29,0,-1,59.98,58.41,3504,2496
85.22,93.56,97.55,11,1,20,0,-1,77.78,76.77,4605,1395
85.75,99.21,98.86,14,12,1,0,0,84.11,84.16,5049,951
86.8,58.58,76.69,18,8,8,0,-1,39.0,33.94,2036,3964
80.95,85.94,83.77,16,0,27,0,1,58.28,62.55,3753,2247
70.61,99.4,99.43,14,19,20,0,0,69.78,69.7,4181,1819
83.06,96.56,97.2,14,15,5,0,0,77.96,78.46,4707,1293
61.16,98.4,99.44,14,20,24,0,1,59.84,63.49,3809,2191
91.31,58.07,96.98,8,1,11,0,0,51.42,52.48,3148,2852
60.61,33.65,99.96,7,19,28,0,0,20.39,21.67,1299,4701
82.16,54.9,76.68,18,4,22,0,1,34.59,40.65,2439,3561
87.34,71.28,99.43,9,2,13,0,0,61.9,60.77,3646,2354
90.25,53.4,99.16,8,1,14,0,0,47.79,47.63,2858,3142
90.59,71.33,80.09,17,1,10,0,1,51.75,53.59,3215,2785
69.24,88.12,94.99,15,8,27,0,0,57.96,57.88,3473,2527
66.09,84.34,98.04,10,20,19,0,0,54.65,54.18,3250,2750
93.44,56.55,77.72,18,0,10,0,1,41.07,45.96,2757,3243
75.82,95.78,98.94,12,5,28,0,0,71.86,71.77,4306,1694
76.41,84.54,88.4,16,11,16,0,0,57.1,56.92,3415,2585
79.96,35.43,96.39,7,12,13,0,-1,27.3,21.43,1285,4715
95.22,70.07,82.4,17,1,2,0,0,54.98,54.9,3293,2707
80.73,81.72,97.82,10,16,4,0,-1,64.54,59.09,3545,2455
85.33,53.38,97.1,8,5,14,0,0,44.23,44.53,2671,3329
78.3,32.29,100.0,7,8,19,0,0,25.28,25.97,1558,4442
75.88,80.61,97.11,10,16,13,0,1,59.39,61.75,3705,2295
95.88,59.12,76.43,18,0,9,0,0,43.33,43.44,2606,3394
74.45,89.07,99.7,11,17,11,0,1,66.11,68.56,4113,1887
64.03,98.54,97.67,14,18,26,0,-1,61.63,58.46,3507,2493
85.45,84.5,87.83,16,14,2,0,0,63.42,64.39,3863,2137
94.67,53.14,96.55,8,2,5,0,-1,48.57,44.07,2644,3356
78.99,71.81,96.92,9,10,18,0,-1,54.97,51.87,3112,2888
63.43,30.0,85.46,7,5,25,1,0,16.26,16.59,995,5005
78.72,31.44,99.81,7,6,20,0,0,24.7,24.91,1494,4506
86.38,94.14,98.19,12,14,2,0,-1,79.84,74.39,4463,1537
75.04,85.46,99.23,10,9,26,0,-1,63.64,58.47,3508,2492
90.7,82.83,97.84,10,4,9,0,1,73.51,76.29,4577,1423
81.52,47.41,72.09,18,9,5,1,0,27.86,29.47,1768,4232
82.1,96.25,97.7,11,4,18,0,1,77.21,81.36,4881,1119
88.46,86.27,96.76,10,6,8,0,1,73.85,81.11,4866,1134
83.29,70.57,98.14,9,9,8,0,0,57.68,57.2,3431,2569
80.13,52.23,76.52,18,14,8,0,-1,32.02,30.15,1808,4192
76.29,95.76,97.46,12,18,11,0,0,71.19,70.69,4241,1759
68.64,94.51,99.3,12,20,16,0,1,64.41,68.0,4079,1921
92.94,74.2,80.34,17,5,1,0,0,55.4,54.35,3260,2740
84.71,86.29,88.67,16,12,4,0,0,64.82,65.05,3903,2097
78.56,97.19,92.71,15,18,6,0,0,70.78,70.62,4237,1763
82.09,56.97,77.18,18,13,11,0,-1,36.1,31.54,1892,4108
84.86,69.26,83.22,17,9,6,0,-1,48.91,45.05,2702,3298
64.68,89.66,89.89,15,17,26,0,-1,52.13,46.59,2795,3205
84.42,89.06,99.69,11,2,16,0,-1,74.95,69.76,4185,1815
82.49,93.62,97.8,11,6,14,0,-1,75.54,71.73,4304,1696
68.69,54.52,97.35,8,16,21,0,0,36.46,36.51,2190,3810
78.12,62.14,70.3,17,5,15,1,0,34.13,34.79,2087,3913
72.44,72.37,99.19,9,14,18,0,-1,52.0,49.15,2948,3052
66.01,76.01,79.02,16,12,21,1,0,39.65,41.73,2503,3497
92.0,85.06,89.26,16,1,10,0,0,69.85,69.05,4143,1857
82.75,54.13,76.3,18,3,20,0,1,34.18,39.18,2351,3649
87.47,33.26,99.82,7,5,13,0,0,29.04,29.55,1772,4228
81.47,100.0,99.22,14,10,10,0,-1,80.83,76.17,4570,1430
73.58,54.5,100.0,8,5,29,0,0,40.1,39.02,2341,3659
88.86,97.01,97.76,12,9,5,0,0,84.27,85.04,5102,898
80.3,97.34,97.75,14,17,5,0,-1,76.41,71.64,4298,1702
72.5,96.62,93.47,14,19,14,0,-1,65.47,61.78,3706,2294
71.3,53.87,78.75,18,13,23,0,1,30.25,34.7,2081,3919
75.98,88.78,95.65,10,8,23,0,-1,64.53,61.2,3671,2329
67.93,95.53,97.05,12,15,21,0,0,62.98,63.24,3794,2206
90.03,99.52,100.0,13,9,1,0,-1,89.59,84.4,5063,937
82.64,81.86,98.38,10,16,3,0,0,66.56,67.09,4025,1975
70.33,99.28,100.0,13,13,24,0,0,69.82,70.56,4233,1767
72.64,93.65,99.9,11,18,12,0,1,67.96,70.94,4256,1744
80.55,71.1,97.53,9,16,5,0,-1,55.86,49.84,2990,3010
79.08,88.68,90.94,16,16,6,0,0,63.77,65.1,3906,2094
88.02,80.26,75.65,16,4,4,1,-1,53.45,47.79,2867,3133
91.31,38.82,100.0,7,2,9,0,-1,35.45,30.36,1821,4179
82.99,73.93,96.05,9,11,14,0,-1,58.93,55.15,3308,2692
87.0,100.0,100.0,14,0,21,0,0,87.0,87.68,5260,740
59.5,62.93,89.8,9,6,28,1,0,33.63,33.22,1993,4007
83.27,73.06,97.58,9,9,9,0,0,59.36,59.67,3579,2421
89.01,55.36,98.47,8,5,7,0,0,48.52,49.63,2977,3023
86.9,83.99,98.46,10,13,2,0,1,71.86,77.09,4625,1375
64.47,72.12,96.61,9,17,27,0,-1,44.92,38.55,2313,3687
80.27,37.55,100.0,7,15,5,0,0,30.14,30.19,1811,4189
86.79,96.48,97.01,12,3,15,0,-1,81.24,77.49,4649,1351
73.6,100.0,97.74,13,6,29,0,1,71.93,75.52,4531,1469
74.6,99.61,100.0,13,14,22,0,-1,74.31,73.02,4381,1619
77.52,47.12,86.38,8,12,4,1,0,31.55,31.6,1896,4104
90.45,97.34,98.64,12,4,12,0,0,86.84,86.82,5209,791
73.08,97.32,99.95,12,9,26,0,1,71.08,75.6,4535,1465
72.43,96.99,96.76,13,19,12,0,1,67.98,72.83,4369,1631
70.37,98.62,98.87,12,15,21,0,0,68.61,70.43,4225,1775
78.58,57.42,78.33,18,18,0,0,1,35.34,37.2,2231,3769
80.82,81.76,86.73,16,5,24,0,0,57.31,56.01,3360,2640
70.13,73.48,91.02,10,11,11,1,0,46.9,45.52,2731,3269
64.36,96.19,98.54,12,16,26,0,-1,61.0,59.07,3544,2456
55.26,76.45,80.56,16,12,29,1,-1,34.03,31.0,1860,4140
86.1,86.57,96.74,10,4,15,0,0,72.1,71.36,4281,1719
95.46,84.94,98.02,10,1,6,0,1,79.49,82.67,4960,1040
80.0,49.68,98.84,8,10,12,0,-1,39.28,35.65,2138,3862
88.71,99.25,99.51,13,4,9,0,-1,87.61,83.44,5006,994
81.31,70.51,85.46,17,15,1,0,1,49.0,51.36,3081,2919
91.8,100.0,96.81,13,5,5,0,-1,88.87,85.29,5117,883
87.31,94.76,92.22,15,3,14,0,1,76.3,81.35,4881,1119
83.24,97.35,97.54,12,3,20,0,0,79.04,79.03,4741,1259
95.64,99.47,98.23,13,0,5,0,0,93.45,95.05,5703,297
